description	ground truth	output
The molecule is a apoptosis and a stabilizing mitochondrial structure that impacts barth syndrome, non-alcoholic fatty liver disease, and diabetic heart disease. The molecule is a stabilizing cytochrome oxidase, cholesterol translocation, proton trap for oxidative phosphorylation that impacts aging and tangier disease.	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\C/C=C\CC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a energy storage, a emulsifier, a energy source, and smooth. The molecule is a stabilizing mitochondrial structure, cholesterol translocation, surfactant, apoptosis that impacts aging. The molecule is a proton trap for oxidative phosphorylation and a food additive, impacting both tangier disease and non-alcoholic fatty liver disease. The molecule is a membrane stabilizer, stabilizing cytochrome oxidase, nutritional supplement that impacts diabetic heart disease and barth syndrome.	CCC(C)CCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)C	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a cholesterol translocation and a apoptosis that impacts diabetic heart disease, aging, and barth syndrome. The molecule is a stabilizing cytochrome oxidase, proton trap for oxidative phosphorylation, stabilizing mitochondrial structure that impacts tangier disease and non-alcoholic fatty liver disease.	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\C/C=C\CC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a anti inflammatory.	COc1ccc(C2=NC(S)(c3ccc(OC)cc3)N=C2)cc1	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1
The molecule is a nutrient that impacts diabetes mellitus type 2, non-alcoholic fatty liver disease, parkinson's disease, and alzheimer's disease.	CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC(O)C(O)C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCCCC
The molecule is a apoptosis, cholesterol translocation, stabilizing cytochrome oxidase, proton trap for oxidative phosphorylation that impacts aging. The molecule is a stabilizing mitochondrial structure that impacts tangier disease, diabetic heart disease, non-alcoholic fatty liver disease, and barth syndrome.	CCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC(C)CC)COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCC(C)C	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCCCCCCCCCCCCCC
The molecule is a proton trap for oxidative phosphorylation, apoptosis, stabilizing cytochrome oxidase that impacts non-alcoholic fatty liver disease and barth syndrome. The molecule is a stabilizing mitochondrial structure and a cholesterol translocation that impacts aging, diabetic heart disease, and tangier disease.	CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC(C)CC)COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCC/C=CC/C=CC/C=CCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a energy source and nutrient, belonging to the thyroxine treatment class of molecules, with effects on cancer and impacts on both metabolic syndrome and obesity. The molecule is a membrane stabilizer that impacts both cardiovascular disease and pancreatitis. The molecule is a inflammatory, a fat storage, and a energy storage, and it impacts atherosclerosis.	CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCCC(C)C	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C
The molecule is a nutrient that impacts cervical cancer, ulcerative colitis, breast cancer, and atherosclerosis.	CCCc1oc(CCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C=C\[C@H](O)CC)c(C)c1C	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a nutrient, inflammatory, fat storage that impacts obesity, metabolic syndrome, and cardiovascular disease. The molecule is a energy source that affects cancer by impacting pancreatitis. The molecule is a membrane stabilizer and a energy storage, impacting both atherosclerosis and thyroxine treatment.	CCC(C)CCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCCCCC(C)C	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C
The molecule is a protein kinase inhibitor and belongs to the proliferative disorder treatment class of molecules.	Cc1ccc(-c2nn(C(C)(C)CNS(=O)(=O)c3ccccc3)c3ncnc(N)c23)cc1	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc5)cc4)cc3)cc2)cc1
The molecule is a membrane stabilizer, a signalling molecule, and a nutrient. The molecule is a energy source, surfactant, emulsifier, energy storage.	C=C(C)C(CC)CCC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCC(C)C
The molecule is a membrane stabilizer, nutrient, energy source, energy storage.	CCCCCCCCCCC1OC(C(O)CCC(O)C2CCC(CCCCCCCC(O)CC3=CC(C)OC3=O)O2)CCC1O	CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCCCC
The molecule is a stabilizing mitochondrial structure and a proton trap for oxidative phosphorylation that impacts non-alcoholic fatty liver disease, barth syndrome, and diabetic heart disease. The molecule is a cholesterol translocation, stabilizing cytochrome oxidase, apoptosis that impacts aging and tangier disease.	CCCCCC/C=C\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC(C)CC)COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCCCCCCCCCCCCCC
The molecule is a pde4 inhibitor and belongs to both the cardiovascular treatment and inflammatory treatment classes of molecules.	CCOC(OCC)(OP=O)c1cc2sc(NC(=O)OC(C)(C)C)nc2c(-c2cccc([N+](=O)[O-])c2)c1OC	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1
The molecule is a anti viral.	O=c1c2cc(F)ccc2[se]n1-c1ccc2c(c1)OCO2	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1
The molecule is both a rock inhibitor and a kinase inhibitor.	C=CC=CC=COCC(=O)OCCC	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc5)cc4)cc3)cc2)cc1
The molecule is a apoptosis and a proton trap for oxidative phosphorylation that impacts diabetic heart disease, non-alcoholic fatty liver disease, and aging. The molecule is a cholesterol translocation, stabilizing mitochondrial structure, stabilizing cytochrome oxidase that impacts tangier disease and barth syndrome.	CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCC/C=CC/C=CC/C=CCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCC
It belongs to both the apj agonist and cardiovascular treatment classes of molecules.	Cc1cnc(CC(C)SN)nc1	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1
The molecule is a nutrient.	COC1C=C2CC(O)CCC2(C)C2CCC3(C)C(C(C)C(O)CC(C)C(C)C)CCC3C12	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCCCC
The molecule is anti viral.	O=C(C=Cc1ccccc1)Nc1nnc(NCc2ccc(Cl)c(Cl)c2)s1	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1
The molecule is a nutrient that impacts both thyroxine treatment and metabolic syndrome. The molecule is a fat storage that impacts atherosclerosis, pancreatitis, and cardiovascular disease.	CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=CC/C=CC/C=CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC
The molecule is a energy storage, inflammatory, energy source, membrane stabilizer that impacts obesity and atherosclerosis. The molecule is a fat storage that affects cancer by impacting metabolic syndrome. The molecule is a nutrient and a thyroxine treatment, impacting both cardiovascular disease and pancreatitis.	CCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C
It impacts metabolic syndrome, atherosclerosis, and cardiovascular disease. The molecule is a thyroxine treatment, a fat storage, and a nutrient, and it impacts pancreatitis.	CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=CCCCCCCCC)OC(=O)CCCCCCCCC/C=CCCCCCCCC
The molecule is a apoptosis, proton trap for oxidative phosphorylation, stabilizing mitochondrial structure, stabilizing cytochrome oxidase that impacts barth syndrome. The molecule is a cholesterol translocation that impacts non-alcoholic fatty liver disease, tangier disease, aging, and diabetic heart disease.	CCCCCC/C=C\C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCCCCCCCCCCCCCC
It impacts colorectal cancer, parkinson's disease, stomach cancer, and seizure. It impacts diabetes mellitus, alzheimer's disease, breast cancer, and cardiovascular disease.	CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H]1COP(=O)(O)O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CCCCCCC(=O)O1)C(=O)C[C@@H](O)[C@H](/C=C/[C@@H](O)CCCCC)[C@@H](O)[C@H]2O	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O)OC(=O)CCC/C=CC/C=CC/C=CCCCC
It belongs to the anti fungal class of molecules.	CC(O)(CO)OCCC(O)CCc1ccc(F)cc1F	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc5)cc4)cc3)cc2)cc1
The molecule is a stabilizing cytochrome oxidase and a apoptosis that impacts diabetic heart disease, barth syndrome, and tangier disease. The molecule is a cholesterol translocation, proton trap for oxidative phosphorylation, stabilizing mitochondrial structure that impacts non-alcoholic fatty liver disease and aging.	CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCC)OC(=O)CCCCCCCCCCC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCCCCCCCCCCCCCC
The molecule is a organic light-emitting diode that affects both light emission and low driving voltage and is characterized as light-emitting.	CC1(C)c2ccccc2-c2nc(-c3cccc(C#N)c3)c(-n3c4cc5ccccc5cc4c4ccc5ccccc5c43)nc21	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc5)cc4)cc3)cc2)cc1
The molecule is a stabilizing mitochondrial structure and a apoptosis that impacts aging, diabetic heart disease, and non-alcoholic fatty liver disease. The molecule is a proton trap for oxidative phosphorylation, cholesterol translocation, stabilizing cytochrome oxidase that impacts tangier disease and barth syndrome.	CCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCC
The molecule is a stabilizing mitochondrial structure, proton trap for oxidative phosphorylation, apoptosis, cholesterol translocation that impacts non-alcoholic fatty liver disease. The molecule is a stabilizing cytochrome oxidase that impacts aging, diabetic heart disease, tangier disease, and barth syndrome.	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCC/C=CC/C=CC/C=CCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is cardiovascular treatment.	Cn1c2c(c3ccccc31)CC(C(=O)OC(=O)CCl)NC2c1ccc2c(c1)OCO2	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1
The molecule is a inflammatory that impacts pancreatitis, cardiovascular disease, obesity, cancer, and metabolic syndrome. The molecule is a membrane stabilizer that impacts both thyroxine treatment and atherosclerosis. The molecule is a energy storage, energy source, fat storage, nutrient.	CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)COC(=O)CCCCCCCCCCC(C)CC	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C
The molecule is a nutrient that impacts both cardiovascular disease and metabolic syndrome. The molecule is a fat storage and thyroxine treatment, impacting both atherosclerosis and pancreatitis.	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=CC/C=CC/C=CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC
The molecule is hepatitis b treatment and anti viral.	Cc1cc(NC(=O)N2CCC(=O)C3CCCCC32)ccc1F	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1
The molecule is a cholesterol translocation, proton trap for oxidative phosphorylation, apoptosis that impacts non-alcoholic fatty liver disease and diabetic heart disease. The molecule is a stabilizing cytochrome oxidase and a stabilizing mitochondrial structure that impacts aging, tangier disease, and barth syndrome.	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a stabilizing mitochondrial structure, stabilizing cytochrome oxidase, apoptosis, cholesterol translocation that impacts aging. The molecule is a proton trap for oxidative phosphorylation that impacts barth syndrome, non-alcoholic fatty liver disease, diabetic heart disease, and tangier disease.	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCCCCCC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a anti cancer.	COC(C=O)n1nnc(CCC(NC(=O)OCc2ccccc2)C(=O)O)n1	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1
The molecule is a nutrient, energy source, surfactant, membrane stabilizer, emulsifier, energy storage.	Cc1cocc2c(C=O)ccc1-2	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC(C)C
The molecule is a stabilizing cytochrome oxidase, cholesterol translocation, proton trap for oxidative phosphorylation, stabilizing mitochondrial structure that impacts tangier disease. The molecule is a apoptosis that impacts diabetic heart disease, non-alcoholic fatty liver disease, aging, and barth syndrome.	CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC(C)C)COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a cholesterol translocation, apoptosis, stabilizing cytochrome oxidase that impacts non-alcoholic fatty liver disease and barth syndrome. The molecule is a proton trap for oxidative phosphorylation and a stabilizing mitochondrial structure that impacts diabetic heart disease, tangier disease, and aging.	CCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCC/C=CC/C=CC/C=CCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a nutrient that affects cervical cancer by impacting atherosclerosis, breast cancer, and ulcerative colitis.	CCCCC[C@H](O)/C=C/[C@H]1OC(O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCc1oc(CCC)c(C)c1C	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC
The molecule is a membrane stabilizer, energy source, energy storage, fat storage that impacts pancreatitis and cardiovascular disease. The molecule is a inflammatory that affects cancer by impacting metabolic syndrome. The molecule is a nutrient and thyroxine treatment, impacting both obesity and atherosclerosis.	CC(C)CCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCC(C)C	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C
The molecule is a nutrient and energy source, belonging to the thyroxine treatment class of molecules, and impacts obesity, pancreatitis, and metabolic syndrome. The molecule is a membrane stabilizer that impacts both atherosclerosis and cancer. The molecule is a inflammatory, a fat storage, and a energy storage, and it impacts cardiovascular disease.	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)C	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C
The molecule is a anti viral.	CCCCC(=O)OC1C(CO)OC(O)C(O)C1O	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1
The molecule is a apoptosis, stabilizing cytochrome oxidase, stabilizing mitochondrial structure that impacts barth syndrome and diabetic heart disease. The molecule is a cholesterol translocation and a proton trap for oxidative phosphorylation that impacts non-alcoholic fatty liver disease, tangier disease, and aging.	CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC(C)CC)COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC	CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CC/C=CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCC/C=CC/C=CC/C=CC/C=CC/C=CCCC)OC(=O)CCCCC/C=CC/C=CC/C=CC/C=CC/C=CCC)OC(=O)CCCCCCCCCCCCCCCCC
The molecule is a kinase inhibitor and is cancer treatment.	COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CC(CO)NC3)cc12.Cl.Cl	Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc5)cc4)cc3)cc2)cc1
The molecule is a energy source, fat storage, nutrient that impacts metabolic syndrome, pancreatitis, and thyroxine treatment. The molecule is a membrane stabilizer that impacts both cardiovascular disease and obesity. The molecule is a inflammatory and a energy storage, with effects on cancer and impacts on atherosclerosis.	CCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCC(C)C	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C
